-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,90,91,91,91,91,91,91,91,91,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,109,109,109,109,109,109,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,109,109,109,109,109,109,109,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,109,109,109,109,109,121,121,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,95,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,109,109,109,109,121,121,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,121,121,121,109,109,109,109,109,109,109,109,109,109,109,109,109,93,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,121,109,109,109,109,121,121,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,109,109,121,109,109,121,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,121,109,109,109,109,109,109,109,109,109,109,109,109,109,109,93,121,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,108,109,121,109,109,109,109,121,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,121,109,109,93,121,121,121,95,109,109,109,109,109,109,93,121,131,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,121,121,121,121,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,121,109,109,109,109,109,109,121,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,109,121,121,109,109,109,121,121,121,95,109,109,109,121,121,121,131,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,93,121,109,109,121,95,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,121,121,109,109,109,109,109,13,109,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,109,121,109,109,109,109,121,121,121,121,95,109,109,109,109,13,109,109,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,109,109,109,109,109,109,109,109,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
